MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367773540,2023-01-01T00:05:41,29.50069,-91.2691,8.0,174.3,170.0,LUCY,IMO9732486,WDJ4010,90.0,0.0,82.0,,,70.0,A
316001698,2023-01-01T00:08:47,48.40846,-89.17759,0.0,53.0,80.0,ALGOMA TRANSPORT,IMO7711737,VCLX,70.0,1.0,222.0,23.0,9.2,70.0,A
367061930,2023-01-01T00:05:22,46.2003,-123.38576,0.0,357.1,511.0,TEBENKOF,IMO7309273,WCY2888,30.0,15.0,23.0,7.0,,30.0,A
367352000,2023-01-01T00:13:01,47.65651,-122.36714,0.0,306.9,511.0,MAJESTY,IMO8855358,WBD7000,30.0,5.0,27.0,9.0,,30.0,A
366890710,2023-01-01T00:18:17,29.14938,-90.20338,0.0,187.6,511.0,MR JONAH,IMO8971841,WDB3733,31.0,0.0,41.0,10.0,,31.0,A
367743020,2023-01-01T00:11:34,35.15167,-92.83362,4.8,166.4,511.0,JOBETH JANOUSH,,WDI8875,31.0,12.0,,,,30.0,A
338213975,2023-01-01T00:06:50,33.75137,-118.11033,0.0,360.0,511.0,HER WAY,,,37.0,15.0,12.0,4.0,1.0,37.0,A
368252710,2023-01-01T00:13:56,47.67357,-122.2084,0.0,128.8,239.0,INARA,IMO0000000,WDM9443,37.0,,15.0,5.0,,,B
368170680,2023-01-01T00:18:03,29.78416,-95.09873,0.0,360.0,511.0,HANNAH ROBYN,,WDL8560,99.0,4.0,10.0,8.0,0.0,99.0,A
338051528,2023-01-01T00:17:01,45.6077,-122.67642,0.0,0.0,511.0,PRIME MOVER,,,37.0,,14.0,4.0,,,B
338708000,2023-01-01T00:07:39,29.39315,-89.59366,8.4,318.1,320.0,GENESIS PATRIOT,IMO9117258,WDG9346,31.0,0.0,37.0,11.0,5.1,57.0,A
563105500,2023-01-01T00:15:07,28.92567,-89.4146,11.5,32.8,32.0,FAIRCHEM FORTITUDE,IMO9805910,9V6269,80.0,0.0,159.0,27.0,7.8,80.0,A
369494407,2023-01-01T00:13:06,38.94854,-74.88968,0.0,0.0,344.0,CG49407,,,90.0,0.0,14.0,,,51.0,A
368095350,2023-01-01T00:15:11,27.50014,-82.57311,0.0,289.9,95.0,WHISKEY PAPA,IMO0000000,WP,37.0,,24.0,6.0,,,B
367543390,2023-01-01T00:09:44,28.36455,-96.57835,5.3,61.2,59.0,MICHAEL A DUHON,,WDG5108,31.0,0.0,20.0,,,57.0,A
367402990,2023-01-01T00:17:28,38.7467,-85.04681,0.0,150.8,63.0,LINDA REED,,WDE8222,31.0,12.0,40.0,10.0,,31.0,A
367311850,2023-01-01T00:08:40,27.97691,-82.82444,0.0,360.0,511.0,STARLITE MAJESTY,,WCX8324,60.0,15.0,29.0,9.0,,0.0,A
366701350,2023-01-01T00:06:59,41.00618,-73.35896,4.7,266.6,266.0,ROBERT,,WCV2718,31.0,0.0,24.0,8.0,,31.0,A
367339380,2023-01-01T00:00:15,26.11489,-80.10814,0.0,64.8,119.0,VIVERE,,WDE3461,37.0,0.0,30.0,7.0,,37.0,A
316005416,2023-01-01T00:15:29,49.15528,-123.00622,0.0,235.6,511.0,JOSE NARVAEZ,IMO7003441,CY9519,31.0,0.0,26.0,7.0,3.5,31.0,A
367773540,2023-01-01T00:00:01,29.51336,-91.27085,7.9,176.2,173.0,LUCY,IMO9732486,WDJ4010,90.0,0.0,82.0,,,70.0,A
367352010,2023-01-01T00:08:20,48.75566,-122.50901,0.0,296.3,511.0,KARMA II,IMO0000000,WDE4359,37.0,,12.0,4.0,,,B
367702040,2023-01-01T00:14:13,37.04145,-88.5349,0.0,274.5,148.0,CAPT BUCK LAY,,WDI4792,31.0,0.0,51.0,12.0,,31.0,A
367473540,2023-01-01T00:02:24,32.68997,-80.22362,0.0,5.1,511.0,ROYAL ENGINEER,,WDF6370,31.0,12.0,18.0,6.0,,0.0,A
369230000,2023-01-01T00:17:23,40.66817,-74.00151,0.0,247.0,10.0,PHILADELPHIA,IMO9819428,WDJ3655,31.0,0.0,,,,52.0,A
319121000,2023-01-01T00:17:46,29.60978,-95.02441,0.0,263.4,358.0,STOLT SKUA,IMO9199311,ZCPQ2,80.0,0.0,112.0,19.0,7.5,80.0,A
311066300,2023-01-01T00:00:06,27.81842,-97.20947,0.0,199.8,21.0,SONANGOL PORTO AMBOI,IMO9575577,C6ZB8,80.0,5.0,274.0,48.0,17.0,89.0,A
367588670,2023-01-01T00:10:28,29.35118,-89.53938,0.0,74.4,511.0,LIL JIMMY,,WDG9528,31.0,15.0,7.0,,,0.0,A
368926300,2023-01-01T00:02:28,47.63647,-125.33532,12.0,357.9,358.0,USNS ARROWHEAD,IMO9472373,NARR,35.0,0.0,75.0,18.0,4.0,35.0,A
983558332,2023-01-01T00:01:09,27.61053,-82.69186,14.2,260.6,511.0,CARNIVAL PARADISE R2,,,51.0,15.0,,,,51.0,A
367311480,2023-01-01T00:04:25,29.98158,-90.81755,4.7,92.9,511.0,CRISTO SANTO,,WDD9440,31.0,0.0,19.0,7.0,,52.0,A
367513140,2023-01-01T00:02:00,45.69508,-121.73889,7.2,275.2,273.0,CLEARWATER,IMO8851039,WDG2196,31.0,12.0,27.0,8.0,,52.0,A
367542650,2023-01-01T00:10:33,29.17899,-89.25809,0.0,191.5,247.0,RIVER PILOT,,WDG5036,50.0,15.0,,,,50.0,A
241530000,2023-01-01T00:04:35,37.7155,-122.33098,0.2,96.6,350.0,NEAPOLIS,IMO9792199,SVCR4,80.0,1.0,228.0,32.0,8.6,80.0,A
367638760,2023-01-01T00:01:53,29.98069,-81.64696,0.0,106.3,511.0,AMERICAN,IMO8851730,WDH6514,31.0,,18.0,7.0,,,B
367411870,2023-01-01T00:12:45,29.62775,-93.17315,0.1,309.9,275.0,ODYSSEA LEADER,IMO9401049,WDE8977,90.0,0.0,58.0,12.0,4.6,60.0,A
367362710,2023-01-01T00:04:30,30.45596,-91.19479,0.0,342.3,35.0,ARTHUR J CARSON,IMO8842337,WDE5148,31.0,0.0,27.0,9.0,,57.0,A
367477000,2023-01-01T00:11:37,18.43731,-64.74704,0.1,301.0,511.0,S/Y LUNA DANNS,IMO0000000,WDI3619,36.0,,20.0,4.0,,,B
241630000,2023-01-01T00:09:18,28.44559,-95.63233,13.8,232.2,234.0,SEA TIGER,IMO9834870,SVDC4,80.0,0.0,183.0,32.0,8.5,80.0,A
368242810,2023-01-01T00:16:54,32.02484,-81.04695,0.0,360.0,511.0,SINGULARITY,IMO0000000,,37.0,,23.0,4.0,,,B
367525770,2023-01-01T00:14:08,47.65901,-122.38064,0.0,355.5,511.0,TUGIDAK,IMO7309302,WDG3411,30.0,15.0,25.0,7.0,,79.0,A
368130570,2023-01-01T00:07:40,29.73603,-95.1264,2.5,263.2,76.0,GEMINI,IMO9905071,WDL4352,52.0,0.0,30.0,13.0,5.1,52.0,A
367008390,2023-01-01T00:12:43,29.32712,-94.78026,0.1,265.6,511.0,MASTER DYLAN,,WDC3472,31.0,0.0,18.0,8.0,,52.0,A
367581680,2023-01-01T00:06:13,30.73551,-88.04141,0.6,349.6,3.0,THE DELTA,,WDG8848,31.0,4.0,16.0,6.0,,31.0,A
366990040,2023-01-01T00:16:28,29.57924,-89.81347,0.0,41.4,126.0,KACIE LUHR,,WDC2252,31.0,0.0,23.0,10.0,,31.0,A
338301394,2023-01-01T00:02:04,32.01797,-81.01933,0.0,82.2,511.0,MANDALAY II,IMO0000000,,37.0,,18.0,5.0,,,B
367165450,2023-01-01T00:08:13,40.76565,-73.84274,0.0,76.8,76.0,TREASURE COAST,IMO9448267,WDD5896,31.0,8.0,31.0,10.0,3.7,32.0,A
368246220,2023-01-01T00:12:53,26.11219,-80.10731,0.0,265.6,278.0,AVONTUUR,IMO0000000,WDM8761,37.0,,27.0,6.0,,,B
563081700,2023-01-01T00:01:22,30.07223,-88.11656,0.1,173.0,162.0,CMB CHARDONNAY,IMO9633147,9V6294,70.0,1.0,235.0,38.0,7.6,70.0,A
367729730,2023-01-01T00:10:51,29.76273,-93.90511,0.0,360.0,511.0,MORNING LORD,IMO8940153,WDI7542,30.0,15.0,25.0,7.0,,30.0,A
368025250,2023-01-01T00:12:51,37.7748,-122.24263,0.0,125.0,134.0,CHINCOTEAGUE,IMO9816907,WDJ9354,31.0,5.0,148.0,22.0,5.0,31.0,A
368257350,2023-01-01T00:14:22,47.30577,-122.51164,0.0,360.0,511.0,THE DRIPPIN WET,IMO0000000,WDM9944,37.0,,16.0,5.0,,,B
368132340,2023-01-01T00:08:26,29.93407,-90.21758,7.3,164.8,162.0,BOLD VENTURE,,WDL4531,57.0,12.0,205.0,12.0,2.5,57.0,A
257076640,2023-01-01T00:04:06,18.31685,-64.95758,0.1,360.0,511.0,SEAU,IMO0000000,LD3784,36.0,,14.0,8.0,,,B
367468230,2023-01-01T00:03:19,25.31237,-80.28027,0.0,34.7,511.0,MOHAWK,,WDF5879,37.0,,16.0,,,,B
369996000,2023-01-01T00:03:36,41.53538,-71.31395,0.0,276.2,511.0,TRANSPORTER,,,90.0,0.0,,,,99.0,A
368253180,2023-01-01T00:04:18,35.53623,-76.62229,0.0,360.0,511.0,STILL THE ONE,IMO0000000,WDM9494,37.0,,13.0,4.0,,,B
367622520,2023-01-01T00:10:43,36.18212,-89.61823,3.7,307.9,511.0,MAGNOLIA,,WDH4902,31.0,0.0,21.0,,,31.0,A
367348220,2023-01-01T00:15:00,42.40237,-82.84469,6.3,226.7,227.0,PRESQUE ISLE,IMO7303877,WDH7560,31.0,0.0,42.0,16.0,8.8,79.0,A
368161020,2023-01-01T00:06:59,37.76595,-122.28623,0.0,282.8,204.0,CIAMAR,IMO0000000,WDL7525,37.0,,22.0,6.0,,,B
366878280,2023-01-01T00:00:02,36.90673,-76.08853,0.1,188.7,511.0,PATAPSCO,,WDG6965,90.0,0.0,16.0,5.0,,50.0,A
368005910,2023-01-01T00:09:24,29.12041,-90.20318,0.0,257.4,511.0,MR C,IMO9269386,WDJ7354,60.0,0.0,51.0,9.0,1.8,69.0,A
316002054,2023-01-01T00:16:11,49.19321,-122.92026,0.0,231.8,511.0,PROFILER II,,CZ2496,90.0,0.0,11.0,5.0,1.7,90.0,A
636019497,2023-01-01T00:12:52,28.36606,-96.21889,0.0,173.5,83.0,WINNIPEG,IMO9852133,D5UU4,80.0,1.0,180.0,28.0,8.9,80.0,A
563077800,2023-01-01T00:16:35,23.79848,-81.63608,18.5,106.0,109.0,EVER SUPERB,IMO9300427,9V6256,74.0,0.0,300.0,43.0,13.5,74.0,A
563130100,2023-01-01T00:08:41,18.41247,-69.60947,1.2,8.1,50.0,MEDITERRANEAN EXPRES,IMO9622019,9V7111,71.0,0.0,250.0,37.0,10.1,71.0,A
367798580,2023-01-01T00:10:32,30.19328,-91.16558,5.8,164.9,511.0,EARL ETHERIDGE,,WDJ6519,31.0,0.0,51.0,12.0,,32.0,A
338231219,2023-01-01T00:09:40,48.53313,-123.00581,0.0,163.5,511.0,STARZINA,IMO0000000,,37.0,,15.0,4.0,,,B
366231180,2023-01-01T00:02:23,38.94868,-74.90568,0.0,261.6,241.0,VAUD J,,WQZ2234,30.0,0.0,30.0,8.0,4.0,30.0,A
368257150,2023-01-01T00:12:58,29.82955,-93.96005,0.0,211.0,179.0,TITAN,,WDM9922,31.0,5.0,30.0,14.0,0.0,31.0,A
367500410,2023-01-01T00:08:52,28.6453,-96.94794,0.0,244.1,511.0,RICHARD J DEVALL,,WDF8965,31.0,15.0,17.0,6.0,,31.0,A
366929710,2023-01-01T00:10:53,48.42496,-123.37568,5.5,266.9,270.0,COHO,IMO5076949,WM4599,60.0,0.0,104.0,22.0,3.8,60.0,A
366967630,2023-01-01T00:08:45,38.53932,-90.25074,0.0,57.0,34.0,BILL BERRY,,WDB8998,31.0,5.0,41.0,14.0,,52.0,A
367475530,2023-01-01T00:00:04,38.58017,-90.21976,0.0,297.0,511.0,CHARLIE NEWTON,,WDF6561,31.0,0.0,18.0,7.0,,31.0,A
366193000,2023-01-01T00:06:32,30.32243,-81.62644,0.0,192.9,185.0,SIGNET TITAN,IMO9183958,WDH4915,31.0,5.0,41.0,10.0,5.8,31.0,A
367591990,2023-01-01T00:10:36,43.70182,-70.15272,10.1,237.9,511.0,WABANAKI,IMO9759848,WDG9870,60.0,0.0,33.0,9.0,,69.0,A
367539920,2023-01-01T00:08:18,29.96667,-93.8585,0.1,178.6,190.0,KATIE T MORAN,IMO9650391,WDG4769,31.0,0.0,24.0,10.0,,52.0,A
367745820,2023-01-01T00:01:19,32.08208,-81.06371,0.0,313.7,263.0,COOPER MORAN,IMO9812547,WDI9156,31.0,0.0,28.0,,,52.0,A
316021988,2023-01-01T00:16:22,49.29505,-123.13323,0.0,238.9,511.0,CONSTITUTION,,VY9477,60.0,15.0,,,,60.0,A
368224720,2023-01-01T00:08:07,25.31286,-80.2796,0.0,360.0,511.0,GENESIS,IMO0000000,WDM6378,37.0,,22.0,7.0,,,B
367371840,2023-01-01T00:01:19,47.96054,-122.29836,6.5,62.7,64.0,SEVERN,IMO9544231,WDE5806,31.0,12.0,30.0,10.0,,31.0,A
367445120,2023-01-01T00:08:34,47.72337,-122.6414,0.0,258.3,511.0,ARCHIMEDES,,WDF3881,37.0,,13.0,4.0,,,B
368887000,2023-01-01T00:05:48,32.70423,-117.18273,0.0,336.4,110.0,USNS CITY OF BISMARC,IMO9677571,NBMK,35.0,5.0,103.0,28.0,3.8,35.0,A
368271960,2023-01-01T00:13:34,25.31149,-80.28011,0.0,8.5,511.0,CHONY,IMO0000000,,37.0,,27.0,0.0,,,B
368051000,2023-01-01T00:00:21,26.07666,-92.05855,0.4,347.9,131.0,FAST MAMMOTH,IMO9599444,WDF9442,60.0,0.0,53.0,9.0,2.3,90.0,A
367507220,2023-01-01T00:13:26,29.56511,-90.73512,4.6,260.7,258.0,TEDDY MEYER,,WDF9635,31.0,12.0,27.0,,,57.0,A
367506060,2023-01-01T00:13:51,31.04553,-81.42259,0.1,129.7,511.0,UN-CORKED,,WDF9527,37.0,,12.0,4.0,,,B
310817000,2023-01-01T00:00:16,27.08538,-91.45869,14.0,307.9,310.0,GASLOG WELLINGTON,IMO9876660,ZCHB4,80.0,0.0,297.0,47.0,9.5,80.0,A
367505660,2023-01-01T00:07:17,30.06829,-90.90344,0.0,227.0,130.0,CITY OF CASSVILLE,,WDF9487,31.0,12.0,39.0,12.0,,57.0,A
367702260,2023-01-01T00:05:50,38.32792,-90.37245,5.7,359.9,2.0,MARY SCHEEL,,WDI4812,31.0,12.0,38.0,13.0,,57.0,A
368072090,2023-01-01T00:07:00,32.53066,-87.84116,0.0,196.2,285.0,CODDIWOMPLE,IMO0000000,WDK6188,37.0,,12.0,4.0,,,B
367750250,2023-01-01T00:00:54,25.72474,-80.23422,0.0,360.0,511.0,HALFTIME,,WDI9595,37.0,,29.0,6.0,,,B
366913770,2023-01-01T00:04:58,30.60111,-87.24742,0.0,87.1,511.0,MIKAELA LANE DEVALL,IMO8983026,WDB5815,31.0,12.0,21.0,9.0,,31.0,A
367587010,2023-01-01T00:10:19,30.04923,-90.56316,7.0,109.4,511.0,JACKSON MCKINNEY,,WDG9363,31.0,0.0,15.0,7.0,,52.0,A
367676010,2023-01-01T00:14:31,47.65613,-122.37888,0.0,182.1,183.0,POLAR LADY,IMO7947659,WDI2229,30.0,0.0,25.0,8.0,,30.0,A
338105473,2023-01-01T00:02:12,38.96842,-76.47844,0.0,238.1,511.0,TWO SWIFT II,,,37.0,,,,,,B
338114228,2023-01-01T00:08:19,29.5498,-95.02783,0.0,360.0,511.0,FLIP FLOP,IMO0000000,,36.0,,9.0,3.0,,,B
538007275,2023-01-01T00:06:00,28.59695,-94.52039,0.0,209.3,136.0,SEA RUBY,IMO9779616,V7EQ7,80.0,1.0,333.0,60.0,13.6,80.0,A
367551340,2023-01-01T00:09:27,40.64053,-74.15689,5.5,267.6,270.0,ALEX MCALLISTER,IMO8601159,WDG5889,31.0,0.0,26.0,10.0,3.8,52.0,A
367379540,2023-01-01T00:17:12,27.47475,-97.32383,5.2,24.4,511.0,EMMANUEL,,WDE6384,31.0,12.0,21.0,9.0,,57.0,A
367653440,2023-01-01T00:01:25,29.78578,-95.09527,0.0,360.0,511.0,JOEY JOHN,,WDH7975,31.0,0.0,19.0,7.0,,52.0,A
338444748,2023-01-01T00:13:18,26.00158,-80.12156,0.0,360.0,511.0,CRAZY KNOTS NUTS 3,IMO0000000,,36.0,,16.0,8.0,,,B
367696990,2023-01-01T00:05:38,29.14912,-90.20551,0.0,272.9,511.0,MARINER,,WDI4275,31.0,0.0,15.0,6.0,,31.0,A
338385912,2023-01-01T00:02:51,48.74783,-123.22847,0.0,24.5,511.0,HARBORLARK,IMO0000000,,37.0,,12.0,4.0,,,B
311001005,2023-01-01T00:03:48,25.668,-92.14552,4.6,314.5,312.0,DOLE MAYA,IMO9877729,C6EU6,90.0,0.0,195.0,32.0,10.1,90.0,A
319155500,2023-01-01T00:15:21,25.77005,-80.14729,0.0,179.8,115.0,SIXTH SENSE,IMO9799824,ZGIJ,37.0,5.0,74.0,12.0,3.8,37.0,A
378111952,2023-01-01T00:09:07,26.28442,-80.08394,0.0,234.3,99.0,CREATIVE EDGE,,ZJL8723,37.0,15.0,,,,37.0,A
352001952,2023-01-01T00:16:13,33.80588,-118.77162,11.9,119.9,122.0,KAMUI GALAXY,IMO9942653,3E2792,80.0,0.0,157.0,28.0,6.8,80.0,A
338194303,2023-01-01T00:05:21,26.41574,-80.0688,0.0,358.0,511.0,MIK BETH,IMO0000000,,37.0,,15.0,6.0,,,B
538008523,2023-01-01T00:06:55,29.72829,-95.2241,0.0,128.4,178.0,ION M,IMO9864344,V7A2466,80.0,5.0,183.0,32.0,8.2,80.0,A
367077850,2023-01-01T00:06:54,29.25844,-89.35094,6.2,262.7,511.0,SMITH HUNTER,,WDC7849,31.0,0.0,21.0,8.0,,99.0,A
241613000,2023-01-01T00:06:45,23.79395,-81.25947,7.5,257.3,258.0,CAP PORT ARTHUR,IMO9829801,SVDA5,80.0,0.0,277.0,48.0,9.9,80.0,A
367004910,2023-01-01T00:12:14,30.16678,-89.45948,4.0,79.7,82.0,T H KELLY,,WDC3264,31.0,0.0,23.0,9.0,,31.0,A
367555690,2023-01-01T00:11:23,29.89279,-90.07715,0.0,288.1,511.0,GINNY HOWELL,,WDG6315,31.0,2.0,18.0,7.0,,31.0,A
366988970,2023-01-01T00:12:37,33.7671,-118.22048,0.0,134.0,302.0,LARCONA,,WDC2171,31.0,0.0,21.0,7.0,,31.0,A
367487290,2023-01-01T00:09:04,37.90158,-87.52309,0.0,360.0,511.0,STEVE G,,WDF7708,31.0,15.0,17.0,7.0,,99.0,A
368061080,2023-01-01T00:06:56,29.25629,-89.36061,0.0,221.9,119.0,JUDITH ANN,IMO9852614,WDK5040,38.0,0.0,62.0,10.0,2.5,38.0,A
367534590,2023-01-01T00:10:50,29.23847,-90.20983,0.0,287.3,511.0,MICHAEL EYMARD,IMO9641510,WDG4253,90.0,5.0,39.0,20.0,2.4,99.0,A
368099010,2023-01-01T00:05:59,29.94439,-90.38599,0.0,74.2,302.0,CAPTAIN RAPHAEL,IMO8685520,WDK8950,57.0,12.0,206.0,18.0,3.0,57.0,A
367773060,2023-01-01T00:10:11,32.01329,-80.9886,0.0,60.3,511.0,MARY VIRGINIA,,WDJ3961,37.0,,,,,,B
367622660,2023-01-01T00:01:43,28.47007,-91.08715,0.1,134.7,196.0,FMS COURAGE,IMO9207948,WDH4919,90.0,0.0,57.0,13.0,4.1,70.0,A
367014480,2023-01-01T00:00:07,33.76721,-118.2204,0.1,197.8,511.0,DURANGO,,WDC3807,31.0,0.0,18.0,7.0,,52.0,A
367692670,2023-01-01T00:00:24,27.85239,-97.17614,102.3,360.0,511.0,TARYN GARRETT,,WDI3861,31.0,5.0,15.0,6.0,,52.0,A
338897000,2023-01-01T00:04:46,40.74791,-74.00947,0.1,274.3,511.0,SPIRIT OF NEW YORK,,WCW9332,60.0,15.0,47.0,10.0,,60.0,A
368219290,2023-01-01T00:05:58,30.02228,-93.985,0.0,291.8,254.0,STEVEN SIKES,,WDM5794,31.0,12.0,26.0,6.0,0.0,31.0,A
316036553,2023-01-01T00:14:38,48.68004,-123.47779,0.0,242.8,511.0,ISLA,IMO0000000,ISLA,36.0,,12.0,4.0,,,B
368247040,2023-01-01T00:05:44,31.15809,-81.49945,0.0,360.0,511.0,DAWN WATCH,IMO0000000,WDM8850,37.0,,12.0,4.0,,,B
338301394,2023-01-01T00:05:03,32.01797,-81.01933,0.0,82.2,511.0,MANDALAY II,IMO0000000,,37.0,,18.0,5.0,,,B
367177840,2023-01-01T00:04:41,39.88659,-75.17647,0.0,274.7,511.0,BART TURECAMO,IMO7338808,WBR4464,31.0,0.0,30.0,8.0,4.2,52.0,A
305792000,2023-01-01T00:00:10,37.7659,-122.33896,0.0,169.2,345.0,BBC MONT BLANC,IMO9508433,V2FT6,70.0,1.0,125.0,22.0,7.6,70.0,A
367672370,2023-01-01T00:10:43,29.95233,-90.3886,0.0,290.5,126.0,BILL GARVEY,,WDH9868,31.0,5.0,25.0,9.0,,57.0,A
338482000,2023-01-01T00:10:02,30.19735,-89.01697,0.0,176.8,181.0,HARVEY HERMES,IMO9787314,KHGP,90.0,0.0,85.0,18.0,5.5,90.0,A
367011830,2023-01-01T00:00:03,38.43004,-82.6021,0.0,66.0,167.0,SPEEDWAY,,WDC3641,31.0,12.0,31.0,10.0,,57.0,A
338141422,2023-01-01T00:09:40,37.51306,-122.19587,0.0,272.5,242.0,SHEAR MADNESS,,,37.0,5.0,24.0,6.0,,37.0,A
368011760,2023-01-01T00:01:29,31.15418,-81.49986,0.0,96.7,511.0,JANUS,,WDJ7961,37.0,,14.0,4.0,,,B
367031680,2023-01-01T00:15:12,31.01123,-87.9953,0.0,252.8,511.0,TOUCHSTONE ENERGY,,WDC4848,31.0,15.0,20.0,8.0,0.0,31.0,A
366999637,2023-01-01T00:04:38,32.68633,-117.23462,0.0,183.9,511.0,CG SEA OTTER,,NJOM,90.0,0.0,26.0,5.0,,55.0,A
368136890,2023-01-01T00:10:56,29.94075,-90.00928,0.0,220.4,308.0,LUBBOCK,IMO1260379,WDL4996,57.0,12.0,117.0,18.0,2.8,57.0,A
338348782,2023-01-01T00:05:38,38.95471,-74.90136,0.0,360.0,511.0,FLIGHT RISK,IMO0000000,,37.0,,13.0,4.0,,,B
367780890,2023-01-01T00:16:43,47.64616,-122.32799,0.0,0.0,511.0,ESTIVA,,WDJ4764,37.0,15.0,23.0,,,37.0,A
219028012,2023-01-01T00:10:14,49.29933,-123.31202,13.5,234.1,233.0,NORD ARIPUANA,IMO9826469,OZBC2,70.0,0.0,200.0,32.0,10.0,70.0,A
367654040,2023-01-01T00:15:01,26.09242,-80.17176,0.0,121.5,511.0,SEASIDE BLONDE,,WDH8037,37.0,,15.0,,,,B
209570000,2023-01-01T00:11:55,30.08848,-88.02638,0.1,48.7,168.0,ASIAN MOON,IMO9359117,C4EQ2,70.0,1.0,147.0,23.0,8.5,70.0,A
366882560,2023-01-01T00:03:41,38.40165,-76.37892,1.9,90.7,511.0,EMILY ANNE MCALLISTE,IMO9291834,WDB3028,31.0,0.0,29.0,10.0,3.8,52.0,A
367600750,2023-01-01T00:11:40,28.12339,-96.92021,0.0,120.5,215.0,SAVAGE INNOVATOR,,WDH2744,31.0,12.0,22.0,,,57.0,A
356883000,2023-01-01T00:01:01,29.14327,-94.41023,15.6,109.8,110.0,CARNIVAL VISTA,IMO9692569,3EMB9,60.0,0.0,321.0,,,69.0,A
316039183,2023-01-01T00:02:02,49.29609,-123.12575,1.0,360.0,511.0,NAVIGATOR 53,IMO0000000,,37.0,,18.0,4.0,,,B
354298000,2023-01-01T00:05:35,29.73132,-89.99464,11.7,137.5,142.0,CARNIVAL VALOR,IMO9236389,H3VR,60.0,0.0,290.0,35.0,8.3,60.0,A
366967480,2023-01-01T00:04:51,41.32495,-88.98746,0.7,360.0,511.0,ROY E CLAVERIE,,WDB8985,31.0,12.0,41.0,14.0,,57.0,A
538005604,2023-01-01T00:02:15,29.87858,-89.9727,11.6,221.6,208.0,IKAN LEBAN,IMO9547178,V7FJ7,70.0,0.0,177.0,28.0,10.8,70.0,A
368158940,2023-01-01T00:13:42,36.28669,-86.60558,0.0,360.0,511.0,VAGABUM,IMO0000000,WDL7300,37.0,,22.0,6.0,,,B
338390446,2023-01-01T00:05:30,25.81639,-80.12378,0.0,78.7,511.0,BARBARA GAIL,IMO0000000,,37.0,,19.0,8.0,,,B
367571450,2023-01-01T00:03:35,29.28631,-88.28117,17.3,111.7,511.0,EVEREADY,IMO8973447,WDG7850,60.0,0.0,36.0,7.0,,60.0,A
338369364,2023-01-01T00:11:08,30.6718,-81.46581,0.0,360.0,10.0,DILLIGAF,IMO0000000,,37.0,,16.0,5.0,,,B
538008764,2023-01-01T00:17:12,29.77512,-93.34115,0.0,124.2,181.0,FLEX AURORA,IMO9857365,V7A2734,80.0,5.0,297.0,46.0,9.4,80.0,A
338235517,2023-01-01T00:09:24,27.91111,-97.13324,0.0,360.0,511.0,TICO TIME,IMO0000000,TICOTOM,37.0,,0.0,0.0,,,B
368169740,2023-01-01T00:11:17,48.49362,-122.68319,0.0,323.5,511.0,POLARIS,IMO0000000,WDL8464,37.0,,2.0,13.0,,,B
368105180,2023-01-01T00:16:34,29.33347,-89.97,5.0,209.8,511.0,MR.NELSON,,WDK9610,31.0,0.0,18.0,7.0,0.0,31.0,A
368071410,2023-01-01T00:07:31,29.24597,-95.00928,0.0,72.2,39.0,BILLY CENAC,,WDK6121,52.0,12.0,21.0,11.0,3.0,52.0,A
367475030,2023-01-01T00:04:31,30.39609,-81.4335,5.1,223.4,36.0,JEAN RIBAULT,,WDG6597,60.0,0.0,46.0,17.0,,60.0,A
367141690,2023-01-01T00:07:20,39.37327,-74.4202,0.0,0.0,511.0,MISS MADDY,IMO8958564,WDD4208,30.0,,22.0,7.0,,,B
311263000,2023-01-01T00:16:58,29.12638,-94.41308,11.1,101.9,102.0,ADVENTURE OFTHE SEAS,IMO9167227,C6SA3,60.0,0.0,311.0,49.0,8.6,60.0,A
367729730,2023-01-01T00:07:21,29.76274,-93.90507,0.0,360.0,511.0,MORNING LORD,IMO8940153,WDI7542,30.0,15.0,25.0,7.0,,30.0,A
367350190,2023-01-01T00:12:19,34.20999,-90.8444,4.0,35.3,25.0,JOSEPH F MORRISON,,WDE4209,31.0,12.0,24.0,9.0,,57.0,A
368256040,2023-01-01T00:17:12,29.93166,-90.33137,0.0,360.0,511.0,JACK ESTES,IMO1323487,WDM9802,52.0,0.0,21.0,10.0,0.0,52.0,A
367470580,2023-01-01T00:15:10,30.68377,-88.03767,0.0,98.4,9.0,SAN BROOKLYN,,WDF6095,31.0,12.0,21.0,9.0,,52.0,A
367306860,2023-01-01T00:17:42,30.38816,-81.55663,0.1,329.2,511.0,SEWELLS POINT,IMO7517856,WYJ6341,31.0,0.0,30.0,8.0,4.0,52.0,A
367334890,2023-01-01T00:17:23,44.1811,-68.42398,0.0,235.7,511.0,CAPT HENRY LEE,IMO999999999,WBF7529,60.0,0.0,40.0,16.0,0.0,60.0,A
338109425,2023-01-01T00:15:54,33.98196,-118.44909,0.0,247.8,511.0,PUFFIN,,,37.0,,10.0,,,,B
367380280,2023-01-01T00:00:02,46.16088,-123.40719,0.2,224.4,133.0,WESTERN STAR,IMO8423806,WDE6437,31.0,0.0,23.0,7.0,,99.0,A
368115030,2023-01-01T00:11:18,29.28521,-94.95123,5.7,79.5,78.0,BARATARIA,IMO0000134,WDJ2752,57.0,12.0,208.0,18.0,3.1,57.0,A
